Region,RowLabel,ColLabel,Value
"SSA","GrainsCrops-c","Agriculture-a",2.1430117E+4
"SSA","GrainsCrops-c","Extraction-a",2.1143525E+2
"SSA","GrainsCrops-c","ProcFood-a",2.5698533E+4
"SSA","GrainsCrops-c","TextWapp-a",2.3702125E+3
"SSA","GrainsCrops-c","LightMnfc-a",1.9215734E+3
"SSA","GrainsCrops-c","HeavyMnfc-a",1.0567665E+3
"SSA","GrainsCrops-c","Util_Cons-a",3.1179907E+2
"SSA","GrainsCrops-c","TransComm-a",2.1459925E+3
"SSA","GrainsCrops-c","OthServices-a",1.5198108E+3
"SSA","GrainsCrops-c","hhd",3.0358177E+5
"SSA","GrainsCrops-c","gov",8.572709422
"SSA","GrainsCrops-c","inv",2.6440810E+2
"SSA","MeatLstk-c","Agriculture-a",2.8870429E+4
"SSA","MeatLstk-c","Extraction-a",1.3144104E+2
"SSA","MeatLstk-c","ProcFood-a",4.7500844E+3
"SSA","MeatLstk-c","TextWapp-a",4.0104748E+2
"SSA","MeatLstk-c","LightMnfc-a",8.4122890E+2
"SSA","MeatLstk-c","HeavyMnfc-a",2.2075479E+2
"SSA","MeatLstk-c","Util_Cons-a",2.3658974E+2
"SSA","MeatLstk-c","TransComm-a",2.3524823E+3
"SSA","MeatLstk-c","OthServices-a",2.2202452E+3
"SSA","MeatLstk-c","hhd",9.4274597E+4
"SSA","MeatLstk-c","gov",12.305556740
"SSA","MeatLstk-c","inv",3.2323589E+3
"SSA","Extraction-c","Agriculture-a",1.5292462E+3
"SSA","Extraction-c","Extraction-a",8.4452747E+3
"SSA","Extraction-c","ProcFood-a",8.5571985E+3
"SSA","Extraction-c","TextWapp-a",60.414852809
"SSA","Extraction-c","LightMnfc-a",5.2726293E+3
"SSA","Extraction-c","HeavyMnfc-a",4.2562114E+4
"SSA","Extraction-c","Util_Cons-a",1.7224886E+4
"SSA","Extraction-c","TransComm-a",8.0270328E+2
"SSA","Extraction-c","OthServices-a",1.3821421E+3
"SSA","Extraction-c","hhd",3.2799899E+4
"SSA","Extraction-c","gov",6.871161262
"SSA","Extraction-c","inv",2.0215784E+3
"SSA","ProcFood-c","Agriculture-a",6.8084740E+3
"SSA","ProcFood-c","Extraction-a",4.4864352E+2
"SSA","ProcFood-c","ProcFood-a",2.9020844E+4
"SSA","ProcFood-c","TextWapp-a",3.3677248E+2
"SSA","ProcFood-c","LightMnfc-a",9.4509229E+2
"SSA","ProcFood-c","HeavyMnfc-a",1.6620738E+3
"SSA","ProcFood-c","Util_Cons-a",2.8696383E+2
"SSA","ProcFood-c","TransComm-a",6.3460564E+3
"SSA","ProcFood-c","OthServices-a",1.0348432E+4
"SSA","ProcFood-c","hhd",1.4301161E+5
"SSA","ProcFood-c","gov",37.755340780
"SSA","ProcFood-c","inv",2.1139597E+3
"SSA","TextWapp-c","Agriculture-a",2.1048468E+3
"SSA","TextWapp-c","Extraction-a",1.1642491E+3
"SSA","TextWapp-c","ProcFood-a",4.3709316E+2
"SSA","TextWapp-c","TextWapp-a",8.3020527E+3
"SSA","TextWapp-c","LightMnfc-a",2.0039369E+3
"SSA","TextWapp-c","HeavyMnfc-a",5.4351029E+2
"SSA","TextWapp-c","Util_Cons-a",5.4473689E+2
"SSA","TextWapp-c","TransComm-a",3.0501359E+3
"SSA","TextWapp-c","OthServices-a",4.0580806E+3
"SSA","TextWapp-c","hhd",4.6959649E+4
"SSA","TextWapp-c","gov",9.916324801
"SSA","TextWapp-c","inv",4.6124101E+2
"SSA","LightMnfc-c","Agriculture-a",4.2746343E+3
"SSA","LightMnfc-c","Extraction-a",9.6080884E+3
"SSA","LightMnfc-c","ProcFood-a",5.6218015E+3
"SSA","LightMnfc-c","TextWapp-a",1.7381217E+3
"SSA","LightMnfc-c","LightMnfc-a",3.5605114E+4
"SSA","LightMnfc-c","HeavyMnfc-a",1.0465477E+4
"SSA","LightMnfc-c","Util_Cons-a",2.0268354E+4
"SSA","LightMnfc-c","TransComm-a",2.1678860E+4
"SSA","LightMnfc-c","OthServices-a",2.4952387E+4
"SSA","LightMnfc-c","hhd",5.9614761E+4
"SSA","LightMnfc-c","gov",88.802757262
"SSA","LightMnfc-c","inv",5.3171514E+4
"SSA","HeavyMnfc-c","Agriculture-a",1.6412081E+4
"SSA","HeavyMnfc-c","Extraction-a",1.8557919E+4
"SSA","HeavyMnfc-c","ProcFood-a",5.8589033E+3
"SSA","HeavyMnfc-c","TextWapp-a",2.5232007E+3
"SSA","HeavyMnfc-c","LightMnfc-a",2.7427906E+4
"SSA","HeavyMnfc-c","HeavyMnfc-a",6.6956429E+4
"SSA","HeavyMnfc-c","Util_Cons-a",4.7838610E+4
"SSA","HeavyMnfc-c","TransComm-a",4.8697908E+4
"SSA","HeavyMnfc-c","OthServices-a",2.5361676E+4
"SSA","HeavyMnfc-c","hhd",8.2349037E+4
"SSA","HeavyMnfc-c","gov",3.0954033E+2
"SSA","HeavyMnfc-c","inv",7.3250128E+4
"SSA","Util_Cons-c","Agriculture-a",1.9002193E+3
"SSA","Util_Cons-c","Extraction-a",5.9466728E+3
"SSA","Util_Cons-c","ProcFood-a",1.4664475E+3
"SSA","Util_Cons-c","TextWapp-a",4.1910079E+2
"SSA","Util_Cons-c","LightMnfc-a",2.7782875E+3
"SSA","Util_Cons-c","HeavyMnfc-a",1.3408406E+4
"SSA","Util_Cons-c","Util_Cons-a",2.6422709E+4
"SSA","Util_Cons-c","TransComm-a",6.9198507E+3
"SSA","Util_Cons-c","OthServices-a",1.7414384E+4
"SSA","Util_Cons-c","hhd",2.3546482E+4
"SSA","Util_Cons-c","gov",2.9969354E+3
"SSA","Util_Cons-c","inv",1.7893714E+5
"SSA","TransComm-c","Agriculture-a",4.5118605E+4
"SSA","TransComm-c","Extraction-a",2.9244807E+4
"SSA","TransComm-c","ProcFood-a",3.2702835E+4
"SSA","TransComm-c","TextWapp-a",1.2274458E+4
"SSA","TransComm-c","LightMnfc-a",3.7949237E+4
"SSA","TransComm-c","HeavyMnfc-a",6.3590208E+4
"SSA","TransComm-c","Util_Cons-a",1.6118800E+4
"SSA","TransComm-c","TransComm-a",6.9670573E+4
"SSA","TransComm-c","OthServices-a",6.2723180E+4
"SSA","TransComm-c","hhd",1.3176587E+5
"SSA","TransComm-c","gov",1.7372633E+3
"SSA","TransComm-c","inv",3.2108585E+4
"SSA","OthServices-c","Agriculture-a",3.8390179E+3
"SSA","OthServices-c","Extraction-a",1.8406043E+4
"SSA","OthServices-c","ProcFood-a",8.0012109E+3
"SSA","OthServices-c","TextWapp-a",2.8579071E+3
"SSA","OthServices-c","LightMnfc-a",5.1781379E+3
"SSA","OthServices-c","HeavyMnfc-a",1.5820320E+4
"SSA","OthServices-c","Util_Cons-a",1.8751747E+4
"SSA","OthServices-c","TransComm-a",5.4908788E+4
"SSA","OthServices-c","OthServices-a",8.2219704E+4
"SSA","OthServices-c","hhd",2.1477477E+5
"SSA","OthServices-c","gov",2.2612660E+5
"SSA","OthServices-c","inv",5.6489989E+3
"SSA","Land","Agriculture-a",4.0516746E+4
"SSA","Capital","Agriculture-a",6.8363956E+4
"SSA","Capital","Extraction-a",1.2194986E+5
"SSA","Capital","ProcFood-a",3.3843437E+4
"SSA","Capital","TextWapp-a",5.9876226E+3
"SSA","Capital","LightMnfc-a",2.8249469E+4
"SSA","Capital","HeavyMnfc-a",4.9111317E+4
"SSA","Capital","Util_Cons-a",7.6668521E+4
"SSA","Capital","TransComm-a",1.2219443E+5
"SSA","Capital","OthServices-a",1.4446799E+5
"SSA","unSkLab","Agriculture-a",2.2318088E+5
"SSA","unSkLab","Extraction-a",2.6321402E+4
"SSA","unSkLab","ProcFood-a",1.3247751E+4
"SSA","unSkLab","TextWapp-a",4.3378122E+3
"SSA","unSkLab","LightMnfc-a",1.0604348E+4
"SSA","unSkLab","HeavyMnfc-a",1.3771420E+4
"SSA","unSkLab","Util_Cons-a",2.6626497E+4
"SSA","unSkLab","TransComm-a",8.5453624E+4
"SSA","unSkLab","OthServices-a",6.5810452E+4
"SSA","SkLab","Agriculture-a",2.4196497E+4
"SSA","SkLab","Extraction-a",7.9173589E+3
"SSA","SkLab","ProcFood-a",9.5061567E+3
"SSA","SkLab","TextWapp-a",3.8838515E+3
"SSA","SkLab","LightMnfc-a",1.0244693E+4
"SSA","SkLab","HeavyMnfc-a",1.1594430E+4
"SSA","SkLab","Util_Cons-a",1.5460342E+4
"SSA","SkLab","TransComm-a",8.7186266E+4
"SSA","SkLab","OthServices-a",1.5718534E+5
"SSA","NatRes","Extraction-a",6.5685729E+4
"SSA","itax","Agriculture-a",1.8944052E+3
"SSA","itax","Extraction-a",1.9039527E+3
"SSA","itax","ProcFood-a",2.6329797E+3
"SSA","itax","TextWapp-a",6.9907076E+2
"SSA","itax","LightMnfc-a",1.9873358E+3
"SSA","itax","HeavyMnfc-a",3.7239405E+3
"SSA","itax","Util_Cons-a",4.4973171E+3
"SSA","itax","TransComm-a",8.0708604E+3
"SSA","itax","OthServices-a",5.7399244E+3
"SSA","itax","hhd",4.7619991E+4
"SSA","itax","gov",1.4634528E+3
"SSA","itax","inv",1.2019427E+4
"SSA","mtax","Agriculture-a",2.3523662E+3
"SSA","mtax","Extraction-a",1.4753898E+2
"SSA","mtax","ProcFood-a",4.3310496E+3
"SSA","mtax","TextWapp-a",4.6235818E+3
"SSA","mtax","LightMnfc-a",1.0700040E+4
"SSA","mtax","HeavyMnfc-a",1.2834123E+4
"SSA","mtax","Util_Cons-a",22.379913546
"SSA","vtax","Agriculture-a",1.1201909E+4
"SSA","vtax","Extraction-a",6.1001846E+3
"SSA","vtax","ProcFood-a",1.2225530E+3
"SSA","vtax","TextWapp-a",4.1949128E+2
"SSA","vtax","LightMnfc-a",1.4241141E+3
"SSA","vtax","HeavyMnfc-a",1.9873149E+3
"SSA","vtax","Util_Cons-a",2.8675437E+3
"SSA","vtax","TransComm-a",8.5901254E+3
"SSA","vtax","OthServices-a",1.1327375E+4
"SSA","RoW","Agriculture-a",2.3016668E+4
"SSA","RoW","Extraction-a",2.8867558E+4
"SSA","RoW","ProcFood-a",3.4521152E+4
"SSA","RoW","TextWapp-a",2.3346189E+4
"SSA","RoW","LightMnfc-a",9.0468035E+4
"SSA","RoW","HeavyMnfc-a",2.0456965E+5
"SSA","RoW","Util_Cons-a",1.0686754E+4
"SSA","RoW","TransComm-a",2.8807019E+4
"SSA","RoW","OthServices-a",5.2623840E+4
"RestofWorld","GrainsCrops-c","Agriculture-a",2.8983327E+4
"RestofWorld","GrainsCrops-c","Extraction-a",2.0838040E+2
"RestofWorld","GrainsCrops-c","ProcFood-a",3.0249880E+4
"RestofWorld","GrainsCrops-c","TextWapp-a",5.7573451E+2
"RestofWorld","GrainsCrops-c","LightMnfc-a",7.6965287E+2
"RestofWorld","GrainsCrops-c","HeavyMnfc-a",9.8617234E+2
"RestofWorld","GrainsCrops-c","Util_Cons-a",3.2661762E+2
"RestofWorld","GrainsCrops-c","TransComm-a",3.7088646E+3
"RestofWorld","GrainsCrops-c","OthServices-a",3.3229898E+3
"RestofWorld","GrainsCrops-c","hhd",4.8263688E+4
"RestofWorld","GrainsCrops-c","gov",5.7372534E+2
"RestofWorld","GrainsCrops-c","inv",4.3483260E+3
"RestofWorld","MeatLstk-c","Agriculture-a",7.2712712E+4
"RestofWorld","MeatLstk-c","Extraction-a",2.9336234E+2
"RestofWorld","MeatLstk-c","ProcFood-a",1.3165415E+4
"RestofWorld","MeatLstk-c","TextWapp-a",1.0233287E+3
"RestofWorld","MeatLstk-c","LightMnfc-a",7.3701097E+2
"RestofWorld","MeatLstk-c","HeavyMnfc-a",1.2451768E+3
"RestofWorld","MeatLstk-c","Util_Cons-a",1.7490573E+2
"RestofWorld","MeatLstk-c","TransComm-a",6.4217503E+3
"RestofWorld","MeatLstk-c","OthServices-a",6.4894235E+3
"RestofWorld","MeatLstk-c","hhd",1.1490031E+5
"RestofWorld","MeatLstk-c","gov",1.2797070E+3
"RestofWorld","MeatLstk-c","inv",3.9062618E+3
"RestofWorld","Extraction-c","Agriculture-a",1.4543214E+3
"RestofWorld","Extraction-c","Extraction-a",2.2524457E+4
"RestofWorld","Extraction-c","ProcFood-a",7.0408930E+3
"RestofWorld","Extraction-c","TextWapp-a",1.2347806E+2
"RestofWorld","Extraction-c","LightMnfc-a",1.2657644E+4
"RestofWorld","Extraction-c","HeavyMnfc-a",2.8077287E+5
"RestofWorld","Extraction-c","Util_Cons-a",8.1010602E+4
"RestofWorld","Extraction-c","TransComm-a",1.1870032E+4
"RestofWorld","Extraction-c","OthServices-a",5.2387695E+3
"RestofWorld","Extraction-c","hhd",1.0782099E+4
"RestofWorld","Extraction-c","gov",3.7514327E+2
"RestofWorld","Extraction-c","inv",7.8850624E+2
"RestofWorld","ProcFood-c","Agriculture-a",1.1929459E+4
"RestofWorld","ProcFood-c","Extraction-a",3.1068444E+3
"RestofWorld","ProcFood-c","ProcFood-a",6.7054891E+4
"RestofWorld","ProcFood-c","TextWapp-a",1.0518078E+2
"RestofWorld","ProcFood-c","LightMnfc-a",1.2598432E+3
"RestofWorld","ProcFood-c","HeavyMnfc-a",2.5671830E+3
"RestofWorld","ProcFood-c","Util_Cons-a",4.9028365E+2
"RestofWorld","ProcFood-c","TransComm-a",1.6312058E+4
"RestofWorld","ProcFood-c","OthServices-a",1.8189842E+4
"RestofWorld","ProcFood-c","hhd",1.7812371E+5
"RestofWorld","ProcFood-c","gov",1.6470523E+2
"RestofWorld","ProcFood-c","inv",2.0162342E+2
"RestofWorld","TextWapp-c","Agriculture-a",4.4729811E+2
"RestofWorld","TextWapp-c","Extraction-a",7.6016369E+2
"RestofWorld","TextWapp-c","ProcFood-a",6.5673250E+2
"RestofWorld","TextWapp-c","TextWapp-a",1.3722490E+4
"RestofWorld","TextWapp-c","LightMnfc-a",3.3137969E+3
"RestofWorld","TextWapp-c","HeavyMnfc-a",2.3821253E+3
"RestofWorld","TextWapp-c","Util_Cons-a",1.1307654E+3
"RestofWorld","TextWapp-c","TransComm-a",3.3195209E+3
"RestofWorld","TextWapp-c","OthServices-a",5.6366495E+3
"RestofWorld","TextWapp-c","hhd",5.5630499E+4
"RestofWorld","TextWapp-c","gov",4.8846610E+2
"RestofWorld","TextWapp-c","inv",9.9242836E+2
"RestofWorld","LightMnfc-c","Agriculture-a",5.7959613E+3
"RestofWorld","LightMnfc-c","Extraction-a",1.3194181E+4
"RestofWorld","LightMnfc-c","ProcFood-a",1.0361216E+4
"RestofWorld","LightMnfc-c","TextWapp-a",1.3919268E+3
"RestofWorld","LightMnfc-c","LightMnfc-a",6.8489909E+4
"RestofWorld","LightMnfc-c","HeavyMnfc-a",3.2976594E+4
"RestofWorld","LightMnfc-c","Util_Cons-a",4.3923891E+4
"RestofWorld","LightMnfc-c","TransComm-a",5.8615680E+4
"RestofWorld","LightMnfc-c","OthServices-a",3.7385692E+4
"RestofWorld","LightMnfc-c","hhd",1.1637020E+5
"RestofWorld","LightMnfc-c","gov",1.0588938E+3
"RestofWorld","LightMnfc-c","inv",1.0059620E+5
"RestofWorld","HeavyMnfc-c","Agriculture-a",2.0093324E+4
"RestofWorld","HeavyMnfc-c","Extraction-a",4.1280116E+4
"RestofWorld","HeavyMnfc-c","ProcFood-a",1.3370089E+4
"RestofWorld","HeavyMnfc-c","TextWapp-a",2.3991350E+3
"RestofWorld","HeavyMnfc-c","LightMnfc-a",6.7931735E+4
"RestofWorld","HeavyMnfc-c","HeavyMnfc-a",3.9219294E+5
"RestofWorld","HeavyMnfc-c","Util_Cons-a",1.6417469E+5
"RestofWorld","HeavyMnfc-c","TransComm-a",1.3662471E+5
"RestofWorld","HeavyMnfc-c","OthServices-a",7.8439463E+4
"RestofWorld","HeavyMnfc-c","hhd",1.4346896E+5
"RestofWorld","HeavyMnfc-c","gov",1.8608954E+3
"RestofWorld","HeavyMnfc-c","inv",1.7699927E+5
"RestofWorld","Util_Cons-c","Agriculture-a",1.0214725E+4
"RestofWorld","Util_Cons-c","Extraction-a",2.7262606E+4
"RestofWorld","Util_Cons-c","ProcFood-a",1.0938755E+4
"RestofWorld","Util_Cons-c","TextWapp-a",1.3269154E+3
"RestofWorld","Util_Cons-c","LightMnfc-a",1.6200671E+4
"RestofWorld","Util_Cons-c","HeavyMnfc-a",8.0168865E+4
"RestofWorld","Util_Cons-c","Util_Cons-a",9.4331778E+4
"RestofWorld","Util_Cons-c","TransComm-a",5.1226023E+4
"RestofWorld","Util_Cons-c","OthServices-a",8.5926246E+4
"RestofWorld","Util_Cons-c","hhd",1.3399145E+5
"RestofWorld","Util_Cons-c","gov",7.2583432E+3
"RestofWorld","Util_Cons-c","inv",4.6479416E+5
"RestofWorld","TransComm-c","Agriculture-a",2.9305908E+4
"RestofWorld","TransComm-c","Extraction-a",1.1743754E+5
"RestofWorld","TransComm-c","ProcFood-a",3.5355568E+4
"RestofWorld","TransComm-c","TextWapp-a",3.8088916E+3
"RestofWorld","TransComm-c","LightMnfc-a",3.5175864E+4
"RestofWorld","TransComm-c","HeavyMnfc-a",9.3225223E+4
"RestofWorld","TransComm-c","Util_Cons-a",1.1352992E+5
"RestofWorld","TransComm-c","TransComm-a",2.7305499E+5
"RestofWorld","TransComm-c","OthServices-a",1.3352466E+5
"RestofWorld","TransComm-c","hhd",6.9370306E+5
"RestofWorld","TransComm-c","gov",1.9922198E+4
"RestofWorld","TransComm-c","inv",8.5533269E+4
"RestofWorld","OthServices-c","Agriculture-a",8.0967560E+3
"RestofWorld","OthServices-c","Extraction-a",4.2558782E+4
"RestofWorld","OthServices-c","ProcFood-a",1.3368288E+4
"RestofWorld","OthServices-c","TextWapp-a",1.5358908E+3
"RestofWorld","OthServices-c","LightMnfc-a",2.0275512E+4
"RestofWorld","OthServices-c","HeavyMnfc-a",5.0350557E+4
"RestofWorld","OthServices-c","Util_Cons-a",4.5686770E+4
"RestofWorld","OthServices-c","TransComm-a",1.4653641E+5
"RestofWorld","OthServices-c","OthServices-a",2.6602725E+5
"RestofWorld","OthServices-c","hhd",5.4386457E+5
"RestofWorld","OthServices-c","gov",6.6856190E+5
"RestofWorld","OthServices-c","inv",6.7307729E+4
"RestofWorld","Land","Agriculture-a",3.4409287E+4
"RestofWorld","Capital","Agriculture-a",3.6959075E+4
"RestofWorld","Capital","Extraction-a",2.1764454E+5
"RestofWorld","Capital","ProcFood-a",4.8090273E+4
"RestofWorld","Capital","TextWapp-a",4.2943787E+3
"RestofWorld","Capital","LightMnfc-a",3.1189199E+4
"RestofWorld","Capital","HeavyMnfc-a",1.1389065E+5
"RestofWorld","Capital","Util_Cons-a",2.0140985E+5
"RestofWorld","Capital","TransComm-a",5.9342526E+5
"RestofWorld","Capital","OthServices-a",4.6796665E+5
"RestofWorld","unSkLab","Agriculture-a",5.7501373E+4
"RestofWorld","unSkLab","Extraction-a",2.9594231E+4
"RestofWorld","unSkLab","ProcFood-a",1.7518751E+4
"RestofWorld","unSkLab","TextWapp-a",3.2670429E+3
"RestofWorld","unSkLab","LightMnfc-a",3.5201139E+4
"RestofWorld","unSkLab","HeavyMnfc-a",7.0524447E+4
"RestofWorld","unSkLab","Util_Cons-a",9.6624306E+4
"RestofWorld","unSkLab","TransComm-a",1.5717199E+5
"RestofWorld","unSkLab","OthServices-a",1.2960059E+5
"RestofWorld","SkLab","Agriculture-a",5.0239555E+3
"RestofWorld","SkLab","Extraction-a",1.9248777E+4
"RestofWorld","SkLab","ProcFood-a",1.0008563E+4
"RestofWorld","SkLab","TextWapp-a",1.8201338E+3
"RestofWorld","SkLab","LightMnfc-a",2.4512559E+4
"RestofWorld","SkLab","HeavyMnfc-a",4.8330749E+4
"RestofWorld","SkLab","Util_Cons-a",4.8334935E+4
"RestofWorld","SkLab","TransComm-a",1.0491096E+5
"RestofWorld","SkLab","OthServices-a",4.3204179E+5
"RestofWorld","NatRes","Extraction-a",1.5624834E+5
"RestofWorld","itax","Agriculture-a",4.8952291E+3
"RestofWorld","itax","Extraction-a",4.4368430E+3
"RestofWorld","itax","ProcFood-a",3.5744430E+3
"RestofWorld","itax","TextWapp-a",8.7700149E+2
"RestofWorld","itax","LightMnfc-a",3.3907020E+3
"RestofWorld","itax","HeavyMnfc-a",3.0505030E+4
"RestofWorld","itax","Util_Cons-a",3.6727367E+4
"RestofWorld","itax","TransComm-a",3.8563008E+4
"RestofWorld","itax","OthServices-a",3.9772356E+4
"RestofWorld","itax","hhd",1.7553198E+5
"RestofWorld","itax","gov",3.5863131E+3
"RestofWorld","itax","inv",4.0239017E+4
"RestofWorld","mtax","Agriculture-a",3.1642713E+3
"RestofWorld","mtax","Extraction-a",1.3755756E+2
"RestofWorld","mtax","ProcFood-a",4.4175773E+3
"RestofWorld","mtax","TextWapp-a",4.2284013E+3
"RestofWorld","mtax","LightMnfc-a",1.3361777E+4
"RestofWorld","mtax","HeavyMnfc-a",9.8424934E+3
"RestofWorld","mtax","Util_Cons-a",2.171543682
"RestofWorld","vtax","Agriculture-a",3.3431555E+3
"RestofWorld","vtax","Extraction-a",1.5479393E+4
"RestofWorld","vtax","ProcFood-a",6.9849416E+3
"RestofWorld","vtax","TextWapp-a",1.3357986E+3
"RestofWorld","vtax","LightMnfc-a",1.4586720E+4
"RestofWorld","vtax","HeavyMnfc-a",2.6414076E+4
"RestofWorld","vtax","Util_Cons-a",3.6411666E+4
"RestofWorld","vtax","TransComm-a",6.2206469E+4
"RestofWorld","vtax","OthServices-a",1.3261153E+5
"RestofWorld","RoW","Agriculture-a",3.7226923E+4
"RestofWorld","RoW","Extraction-a",5.7359166E+4
"RestofWorld","RoW","ProcFood-a",5.2189322E+4
"RestofWorld","RoW","TextWapp-a",5.6624860E+4
"RestofWorld","RoW","LightMnfc-a",2.2505792E+5
"RestofWorld","RoW","HeavyMnfc-a",5.2339178E+5
"RestofWorld","RoW","Util_Cons-a",3.7273860E+4
"RestofWorld","RoW","TransComm-a",9.8638470E+4
"RestofWorld","RoW","OthServices-a",1.4071944E+5
